Date,Air_Temp_Avg_C,Air_Temp_Min_C,Air_Temp_Max_C,Wind_Speed_Avg_ms,Wind_Speed_Min_ms,Wind_Speed_Max_ms,Wind_Direction_Avg_deg,Humidity_Avg_%,Rainfall_Sum_mm
2025-11-16,18.52,14.9,25.2,1.3,0.1,2.6,178.91,81.44,0.1
2025-11-17,21.12,14.1,26.4,1.77,0.5,4.9,211.61,56.74,0.0
2025-11-18,23.08,16.8,28.3,2.09,0.4,5.3,133.49,40.66,0.0
2025-11-19,24.65,17.4,30.3,2.01,0.7,4.9,131.35,34.4,0.0
2025-11-20,26.59,21.4,31.6,2.31,0.6,4.9,120.68,27.32,0.0
2025-11-21,25.41,19.5,33.0,1.67,0.6,3.4,179.67,33.06,0.0
2025-11-22,24.55,18.7,32.7,1.53,0.1,3.2,206.56,36.12,0.0
2025-11-23,23.54,15.9,32.4,1.85,0.3,3.4,176.85,32.24,0.0
2025-11-24,21.59,14.5,30.7,1.79,0.2,3.3,171.53,37.39,0.0
2025-11-25,18.82,14.3,23.4,1.33,0.3,3.4,146.88,71.72,8.8
2025-11-26,17.0,12.5,23.0,1.29,0.3,2.7,198.85,74.24,0.1
2025-11-27,21.37,14.4,27.9,1.99,0.4,4.9,139.32,46.64,0.0
2025-11-28,22.53,18.0,29.1,2.18,0.4,4.9,124.33,39.32,0.0
2025-11-29,21.2,15.6,27.8,1.58,0.5,3.7,168.94,43.89,0.0
2025-11-30,18.15,15.4,22.5,1.35,0.2,3.6,172.02,65.26,3.2
2025-12-01,17.84,13.9,24.5,1.17,0.2,2.9,159.49,80.41,4.5
2025-12-02,16.16,11.6,22.4,1.37,0.1,2.2,197.22,77.1,0.0
2025-12-03,17.25,10.4,24.6,1.43,0.1,4.5,214.55,68.19,0.0
2025-12-04,21.44,17.0,26.7,2.61,0.3,6.0,124.38,36.32,0.0
2025-12-05,22.65,18.1,27.2,1.75,0.5,4.2,162.49,32.05,0.0
2025-12-06,21.38,16.7,25.5,2.12,0.3,6.9,160.49,47.22,15.0
2025-12-07,17.1,11.1,23.9,1.61,0.4,4.3,156.01,74.38,0.0
2025-12-08,14.69,10.2,20.1,1.41,0.0,3.5,165.47,65.14,0.0
2025-12-09,16.05,11.3,19.7,1.4,0.0,2.9,190.26,67.07,1.7
2025-12-10,15.27,12.9,17.8,1.57,0.1,4.4,168.18,84.6,7.7
2025-12-11,14.71,12.9,17.9,2.86,0.0,6.9,136.55,90.16,17.0
2025-12-12,15.72,11.4,20.2,2.04,0.0,5.0,141.86,86.13,1.3
2025-12-13,14.55,10.9,21.0,1.29,0.1,2.8,160.19,83.98,0.0
2025-12-14,14.38,9.4,21.2,1.21,0.0,2.4,186.2,78.49,0.1
2025-12-15,14.1,9.2,18.8,1.27,0.0,3.2,182.99,78.05,7.0
2025-12-16,15.55,12.4,20.3,1.31,0.3,3.6,199.01,70.71,4.8
2025-12-17,14.57,8.3,20.7,1.76,0.1,4.9,203.48,56.74,0.0
2025-12-18,11.81,7.2,18.9,1.59,0.4,3.1,141.79,71.05,0.0
2025-12-19,12.61,7.0,20.1,1.86,0.3,4.4,142.47,77.47,0.0
2025-12-20,14.68,10.3,19.6,1.56,0.2,5.2,194.98,77.11,0.0
2025-12-21,17.44,13.5,21.3,1.97,0.5,3.9,143.95,53.17,0.0
2025-12-22,15.9,9.5,24.0,1.51,0.3,3.9,184.69,53.11,0.0
2025-12-23,14.07,10.3,20.6,1.31,0.5,2.8,179.42,58.75,0.0
